precio,cantidad,descuento,total_venta,categoria_producto,metodo_envio,direccion_cliente,detalle_pedido,comentarios_cliente,descripcion_producto
1993.87,9,0.05,2358.76,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 44339}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio calidad rápido calidad malo recomendado recomendado malo recomendado malo recomendado defectuoso lento defectuoso,lento malo rápido excelente calidad defectuoso precio defectuoso lento lento lento
1499.81,5,0.1,4549.99,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 11304}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad lento malo lento lento,calidad malo precio excelente defectuoso precio lento malo rápido lento recomendado precio recomendado
1387.84,2,0.12,541.7,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 90830}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",calidad excelente malo precio malo excelente calidad excelente malo calidad precio recomendado calidad,rápido malo malo precio precio malo recomendado
1810.3,2,0.17,3861.38,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 56096}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente malo excelente malo precio recomendado,calidad malo calidad precio lento calidad defectuoso calidad defectuoso
1687.16,3,0.28,3842.58,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 49835}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento recomendado lento defectuoso excelente,excelente calidad lento excelente recomendado
837.12,2,0.13,236.67,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 25886}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",defectuoso excelente precio precio malo excelente lento malo rápido recomendado,calidad rápido excelente lento excelente recomendado malo recomendado
1073.05,3,0.19,4682.01,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 54050}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado precio calidad rápido lento lento excelente,calidad malo defectuoso excelente precio precio excelente lento recomendado lento malo malo recomendado malo malo
780.27,2,0.04,2064.19,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 16069}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",excelente excelente defectuoso precio precio rápido defectuoso excelente lento lento recomendado defectuoso defectuoso precio,lento defectuoso precio lento recomendado calidad
721.32,1,0.06,1170.22,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 21816}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido malo precio excelente excelente precio calidad excelente defectuoso precio recomendado excelente precio,recomendado rápido excelente defectuoso malo defectuoso defectuoso malo lento precio calidad defectuoso lento calidad
1344.26,5,0.17,4403.73,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 49072}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido rápido lento calidad excelente precio precio defectuoso lento recomendado lento,recomendado calidad malo rápido malo defectuoso excelente rápido precio defectuoso malo excelente
1079.99,9,0.1,4550.24,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 77372}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",defectuoso calidad rápido malo calidad defectuoso excelente lento rápido excelente lento recomendado defectuoso defectuoso recomendado,excelente precio lento defectuoso precio defectuoso defectuoso calidad
1917.47,4,0.24,4334.32,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 15466}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad rápido malo precio calidad precio recomendado recomendado precio excelente defectuoso,malo rápido precio calidad lento
1124.6,5,0.21,2669.81,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 35332}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",lento lento defectuoso rápido calidad excelente defectuoso excelente,excelente recomendado malo recomendado rápido defectuoso rápido excelente lento
1167.83,7,0.26,3981.8,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 29057}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",malo recomendado rápido calidad recomendado lento,defectuoso malo lento excelente lento malo lento excelente recomendado excelente recomendado
931.3,2,0.02,3710.78,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 14635}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado calidad calidad excelente rápido rápido malo precio lento calidad defectuoso,recomendado rápido rápido lento precio recomendado
336.59,9,0.05,4777.75,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 46903}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento lento defectuoso defectuoso lento defectuoso precio,excelente defectuoso calidad precio calidad
182.14,9,0.04,3471.06,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 96123}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",precio excelente malo defectuoso defectuoso precio precio precio excelente defectuoso lento recomendado,excelente calidad rápido malo defectuoso lento precio malo recomendado malo
767.24,8,0.29,134.12,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 26072}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad lento lento rápido recomendado precio excelente malo lento,lento precio defectuoso recomendado calidad malo lento malo rápido malo precio rápido calidad calidad
1121.69,1,0.21,3264.23,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 99748}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad calidad rápido excelente recomendado lento recomendado rápido excelente lento malo lento malo malo,recomendado lento malo precio malo malo rápido recomendado precio defectuoso precio lento recomendado rápido
1769.17,9,0.14,774.33,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 91436}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio rápido excelente recomendado precio malo recomendado calidad calidad,calidad recomendado calidad malo calidad recomendado calidad
1369.33,8,0.03,2244.46,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 45788}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente excelente defectuoso recomendado precio defectuoso defectuoso lento excelente lento,excelente defectuoso defectuoso defectuoso calidad rápido precio excelente recomendado precio precio
1507.71,7,0.01,627.01,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 78230}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido excelente malo precio recomendado,defectuoso recomendado lento precio excelente
1673.41,5,0.24,3189.5,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 17878}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad lento malo defectuoso lento excelente lento recomendado malo defectuoso defectuoso calidad malo rápido,excelente defectuoso defectuoso malo precio defectuoso defectuoso calidad malo defectuoso malo excelente lento
1733.17,9,0.01,584.25,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 44555}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",defectuoso recomendado excelente precio precio defectuoso rápido lento excelente calidad rápido excelente calidad calidad,precio malo rápido lento lento
258.88,9,0.22,3861.6,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 29226}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",precio calidad malo malo defectuoso malo excelente precio recomendado defectuoso lento lento excelente,malo lento recomendado calidad malo recomendado recomendado defectuoso recomendado precio excelente lento malo lento lento
1674.47,6,0.23,1571.28,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 51350}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",defectuoso lento recomendado calidad malo precio rápido excelente,excelente calidad defectuoso defectuoso malo precio lento precio
948.88,4,0.19,4035.7,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 45698}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",malo malo lento excelente rápido rápido rápido malo lento malo calidad calidad defectuoso,excelente precio lento calidad defectuoso lento
477.34,1,0.02,565.81,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 45135}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido defectuoso lento recomendado excelente recomendado precio calidad calidad defectuoso calidad recomendado lento rápido lento,precio lento rápido lento excelente defectuoso
1015.75,1,0.26,228.15,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 24239}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido malo precio excelente lento calidad,excelente recomendado calidad defectuoso defectuoso malo defectuoso defectuoso rápido excelente malo calidad
920.97,1,0.29,1581.29,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 86297}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio malo excelente defectuoso lento,lento calidad rápido lento calidad recomendado calidad precio excelente calidad rápido precio lento defectuoso
594.79,8,0.03,2017.28,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 35596}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido excelente calidad malo defectuoso calidad calidad rápido calidad defectuoso excelente rápido,malo lento calidad recomendado calidad defectuoso recomendado
1794.96,2,0.13,1521.19,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 46585}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",rápido precio defectuoso recomendado recomendado,defectuoso malo calidad malo precio defectuoso
366.5,7,0.29,878.99,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 99702}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",lento precio lento excelente precio rápido lento excelente recomendado rápido calidad lento rápido precio malo,lento excelente malo excelente rápido precio
1424.54,9,0.04,4622.62,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 92619}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",excelente precio lento recomendado calidad defectuoso precio calidad lento,defectuoso lento rápido lento lento rápido calidad excelente recomendado rápido precio rápido recomendado
826.57,9,0.28,3544.88,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 95453}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",defectuoso malo precio calidad recomendado recomendado defectuoso calidad lento precio rápido malo calidad precio,excelente precio malo excelente rápido calidad lento
1166.6,8,0.14,1797.29,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 67817}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente malo recomendado defectuoso defectuoso recomendado rápido defectuoso calidad defectuoso,recomendado excelente recomendado rápido excelente calidad excelente precio defectuoso
909.98,3,0.12,170.85,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 99797}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado precio precio excelente recomendado calidad rápido malo precio malo excelente calidad,precio recomendado malo recomendado calidad defectuoso excelente
1165.37,8,0.0,1222.73,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 35027}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",malo calidad malo precio recomendado lento excelente precio precio,excelente excelente calidad recomendado lento precio recomendado recomendado malo calidad calidad defectuoso precio rápido rápido
1582.38,2,0.05,2941.47,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 15758}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",calidad excelente recomendado excelente precio calidad,rápido excelente precio recomendado malo lento defectuoso calidad recomendado precio precio defectuoso calidad rápido
117.0,6,0.03,1361.89,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 12772}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente malo calidad rápido rápido precio defectuoso recomendado calidad,rápido defectuoso rápido malo recomendado precio lento precio lento calidad rápido precio calidad defectuoso
1258.24,9,0.11,2271.65,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 88787}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",recomendado malo excelente lento defectuoso precio precio,calidad lento lento rápido precio defectuoso recomendado recomendado
164.81,6,0.22,4608.14,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 97383}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",rápido rápido precio defectuoso malo,precio calidad lento precio malo rápido recomendado precio defectuoso rápido calidad rápido recomendado excelente
887.22,8,0.09,4508.64,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 14130}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio precio precio lento lento precio recomendado precio,defectuoso excelente recomendado recomendado recomendado
1459.72,7,0.08,2823.92,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 23322}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",malo recomendado precio defectuoso malo precio lento lento calidad lento precio defectuoso,defectuoso lento malo rápido malo malo recomendado lento
905.52,2,0.23,2671.1,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 42949}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado lento defectuoso defectuoso recomendado,calidad recomendado lento rápido defectuoso
1775.42,3,0.23,930.82,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 61194}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad defectuoso excelente rápido excelente,rápido defectuoso rápido precio calidad precio lento precio calidad
443.25,6,0.04,325.33,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 48647}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad defectuoso calidad defectuoso excelente precio lento lento defectuoso calidad defectuoso calidad recomendado,calidad calidad precio rápido malo rápido lento malo defectuoso
579.54,5,0.2,812.58,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 92562}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",precio recomendado lento excelente rápido defectuoso excelente,calidad recomendado lento rápido rápido rápido
344.9,1,0.17,3423.57,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 13119}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",precio excelente precio lento rápido excelente malo malo recomendado defectuoso recomendado calidad lento excelente excelente,recomendado malo excelente calidad rápido
1649.41,6,0.2,1455.83,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 66119}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido precio precio recomendado defectuoso defectuoso,defectuoso lento defectuoso precio excelente lento excelente calidad defectuoso lento defectuoso defectuoso
1735.11,8,0.21,2845.13,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 79014}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",calidad rápido precio lento lento recomendado,recomendado excelente rápido lento recomendado defectuoso excelente calidad rápido rápido rápido excelente calidad malo
